,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pr_L,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Temporal_Inf_L,Vermis_1_2,Thal_VL_L,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VPL_R,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_L,Frontal_Sup_Medial_L,SN_pc_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_MDm_L,Postcentral_R,Thal_PuI_R
SN_pc_L,1.0,0.18135763335096014,0.09259113741904668,0.2805591970390596,0.007203555442526527,-0.05189661389696645,-0.03807028400624069,-0.08242673298788951,0.0119084707011926,0.3806100258339763,-0.1946706137813561,-0.2397027084130973,0.1455190247036597,0.10452288691501219,-0.020148254824337124,-0.03908846258957297,0.004026436783548475,-0.21010669651076677,0.01411200259083469,0.21797810381926397,-0.021241498129357064,0.14262468325010816,-0.04461868624313889,0.23589387208859242,-0.2628238018427702,0.011673893055695606,0.27688574335308097,0.0551302695812723,0.11922028301364355,0.02162362522852089,0.09297590131872724,0.009117376912424981,-0.16076190818209352,-0.21399592262346262,0.1504506264828392,0.2424147014870229,-0.043847021904179106,0.07686018125696882,-0.01000978206639346,0.12685626248240936,-0.22811607149700847,0.12441725877912198,0.23583026340205343,0.1617467215434037,0.27406334072903216,-0.22877141575233287,0.28486691303476297,-0.018837834310337226,-0.04245993883701899,0.04221600603339939,0.11362394871879233,0.0701987782403114,0.6381804152274044,0.030333691581248923,-0.01290672456599582,0.03126213944789121,-0.016157224869778934,0.13138338182233794,0.0663009649511061,-0.06643688045334041
Thal_MDm_R,0.18135763335096014,1.0,0.549652543166183,0.45777034953536844,-0.27770711536585907,-0.4267929906926329,0.08861566083059562,0.19044197227688775,0.4209488839774803,0.15780961347997188,0.3953800559412075,-0.059231905526729876,0.3784211165366304,0.4853630946838373,0.4834346831445198,0.06536915565690733,-0.18479298256480395,0.35460641273462784,-0.16659121937340957,0.39073697493881054,-0.4863232165975805,0.6407545338291408,0.36346123111909034,0.1941762498271249,0.20147162744146116,0.3365876565942099,0.39159563813385084,0.04506905177613047,0.4158116268707362,-0.2921963916554033,0.29576397435289054,-0.09032344894862342,-0.22796394697849184,0.16262641306247078,0.4398739986475235,0.5319675682496441,0.25859879020063914,0.20181831199556227,-0.3527095156230854,0.05765118452045604,-0.17797779057001442,-0.29289269475744784,0.5600578200481571,0.09120161483816124,0.4211283786081924,-0.2184021279160761,0.6439848040438779,-0.21273423209123732,-0.209198043726064,0.37509446289557746,0.23877872597564626,0.40575949589289056,0.21856259393608357,0.36711512916459915,0.40409915257848206,-0.12456135602538111,0.3902880404921731,0.7210465112785701,0.19261181247989306,0.6895258807905352
OFCpost_R,0.09259113741904668,0.549652543166183,1.0,0.21453897565699598,-0.4812945627766251,-0.35253414162637936,-0.0030172766721496373,0.126879272914481,0.030174615153497935,0.18509021090350142,0.2307472337435441,-0.22850099766536575,0.4080569189665197,0.5602315058498963,0.30583572067558135,-0.20424549061632857,-0.23287926775890827,0.44316148269813976,-0.19030105785393828,0.543505103497261,-0.4234734658271144,0.690476524466992,0.2888348095429497,0.45991158664831794,0.06870623229225331,0.07850415260838521,0.31044828318313555,0.35028184880655816,0.4676622782063918,-0.2574425153110746,-0.1999687870164378,-0.163203899019834,-0.11803664871964897,0.39282418714748596,0.44454865293675794,0.5798441232968928,-0.13556526226616064,0.31126688017255383,-0.48026767405576476,0.10257004341391851,-0.26248394090271815,-0.4941778270153689,0.38241137644824597,-0.15209568316053076,0.15588154104188331,-0.08683234651088177,0.2825462641206906,-0.13579722556741322,0.011098705813362562,0.22949743455350574,0.2572033653232533,0.5377670341031469,0.3951359003433918,0.5235551681051669,-0.035905387838496824,-0.16608566162395355,0.03359563436815905,0.4364476455509193,0.1499766264494248,0.3767971456724567
Temporal_Sup_R,0.2805591970390596,0.45777034953536844,0.21453897565699598,1.0,-0.12347479911753508,-0.44962968289846506,0.14867951169676197,0.11974679708189735,0.6571786795931908,0.5045788773015585,0.028409744098703532,0.10147120705914234,0.06446505598137765,0.14473426969954517,0.18510998392442982,0.5027075738702341,0.009012344598638013,0.25541402396227963,-0.17062463591893626,-0.059355633112130476,-0.35408487826457935,0.1935133568068449,0.3406133063225766,0.0018874979490524826,-0.04519011711086221,0.5602432795486963,0.17916033288186003,0.12367804440013554,0.3820215671322182,-0.11379995564090792,0.1973550196696099,0.25415325045173603,0.09333940335863802,0.2726849498709639,-0.008897549525629215,0.4972020046407276,0.6301063806142773,0.02812665540612205,-0.3066999518142514,-0.2851906896483134,-0.35536369693868686,0.1947569276362873,0.3390365778388319,0.2463149505960292,0.7218330414447962,-0.07687192102871733,0.533019763538117,-0.011735598226442533,-0.12254308545532448,0.16170972819804572,0.06516102359733841,-0.12756669939453913,0.1843889144715435,0.5193523411759651,0.37479645477549184,0.34949899331848067,0.21379456817008993,0.38024955341782457,0.13029461885298282,0.34774032532570004
OFClat_L,0.007203555442526527,-0.27770711536585907,-0.4812945627766251,-0.12347479911753508,1.0,0.1914700660963567,-0.2794619070807257,-0.35817060916123006,-0.18321485818138725,-0.02074578578762341,-0.3954831715247999,0.012904844453795838,-0.022353702494619113,-0.6341509117456609,-0.4490583181369177,0.09140353783877436,0.5655871329247951,0.04828114264228352,0.18492337578814527,-0.44118538200975427,-0.08525287411633904,-0.49106893988550704,0.02858110811522259,-0.286116166532463,-0.4246570675782095,0.20303218852464025,0.07926598207522836,-0.3605136641245663,-0.5651271029843791,-0.04023493700016391,0.08323457571067451,0.4106264412478125,-0.3024841730484004,0.021611919650090183,-0.41900551744556636,-0.16908086881008666,-0.24050329374907037,0.2521727247355429,0.4832119759393722,0.13237632094643562,0.17695872029966112,0.31608740720689366,-0.008784463342391708,0.33127069141126314,-0.07161030237736006,-0.2858009163656922,0.12070912936779081,0.3859654487807049,-0.24190595036484872,-0.49050814854046254,0.19310379352099993,-0.241235437082607,0.11310008832989066,-0.2538634407477206,-0.2693902411512085,0.25539029031217325,-0.37362851339803016,-0.10918739182679424,-0.3945756235111097,0.02727229609143147
Heschl_R,-0.05189661389696645,-0.4267929906926329,-0.35253414162637936,-0.44962968289846506,0.1914700660963567,1.0,0.025620024602461888,-0.10123972404731522,-0.6519539751118786,-0.2377701575827624,-0.2542608271919835,-0.21594932202273967,-0.13026513737406334,-0.022708443521479483,-0.3165749799360471,-0.4388885588545231,0.1722872578047952,-0.3272183744709695,0.03497500679236761,-0.005103646743339409,0.4832841586335391,-0.3088613406433068,-0.191721535804842,0.029619034079097713,-0.07991974209072188,-0.40849306562916693,-0.19779978357493436,0.06441267045721248,-0.06414406480668676,0.6537785750738355,0.022672515021546897,-0.33935973222572796,0.2527902552595619,-0.17793559555948926,0.08906759720099568,-0.37512248770958423,-0.32037017381598465,0.04647781057493041,0.5756656533856069,0.3182205766511951,0.2089147651362324,0.023941862254706677,-0.41128371406631786,-0.2250180439671812,-0.45891818877768864,0.13525323374929746,-0.4950466273205997,-0.06758463905266357,0.5724466547444412,-0.36865181297961985,-0.17077216363708392,-0.03304653189694878,-0.16481345625607152,-0.6292263829532797,-0.027738982285170192,-0.24304776988061602,-0.26458393823764303,-0.5793194515429265,0.28818474762629276,-0.47033077675169666
Cuneus_L,-0.03807028400624069,0.08861566083059562,-0.0030172766721496373,0.14867951169676197,-0.2794619070807257,0.025620024602461888,1.0,0.48974873401624014,0.3415558623704643,-0.37914139133287644,0.3239016466801322,0.2700292648221895,-0.2854108450531203,0.5104466514567271,0.39729468172292465,0.12086363769746238,-0.30000828668690016,-0.2385074702426749,-0.0523484681203725,0.18337320449089986,0.3790073292889355,0.1533696120504824,-0.08628342189463145,0.19889677316216495,0.3013570745696559,-0.11898805107126911,-0.43506960450538085,0.5724929707225567,0.5971211722077845,0.28170576131975067,0.2617838111580931,-0.15085494656675916,0.8080968299093053,-0.27982648373769803,0.21468600103329644,-0.184350246789717,0.5273672643950983,-0.2122231556053786,-0.2900676945449267,-0.2784666140686381,0.049092706957766886,-0.2497377124177405,-0.10321394959727725,-0.07988043638377608,0.19439829689744828,0.8515566468483762,-0.26200116165835535,-0.3082779912256593,0.45735930170712785,0.30761390608426864,-0.4490174140828528,-0.06298337779808492,-0.34327645761219056,0.06609127046017432,0.45559633261016963,-0.3474225779607744,0.2819043850894901,0.007285560330222827,0.5023750811520804,-0.2069259574992688
Occipital_Inf_R,-0.08242673298788951,0.19044197227688775,0.126879272914481,0.11974679708189735,-0.35817060916123006,-0.10123972404731522,0.48974873401624014,1.0,0.3669235333834949,-0.10845777518778417,0.5651447108964838,0.12115196043326351,-0.17166696236179116,0.4208461705054727,0.6093871830749874,0.1361316667322394,-0.3403716532695184,-0.22508432084532656,-0.04238791829546029,0.2803411328571223,0.3821164113977348,0.36355290723441086,-0.004652449314671622,0.05536114984030847,0.6404921661038333,-0.1944591016009193,-0.3219914799343315,0.2313280297035745,0.40788854182717527,0.10273272671771234,0.18763761292539655,-0.34351068734586526,0.48463408958897347,-0.10060827641410677,0.3999847902698638,-0.06795383491823463,0.5695703007715299,-0.09633514235128544,-0.3110418616343429,0.040466586640426724,0.01420394164112224,-0.12348871142057935,-0.05465318339306853,-0.18759665963030708,0.21361639418629247,0.5486890264037007,-0.16286041563568326,-0.45453075988016756,0.1997474727113598,0.6477085997316914,-0.3574413419224858,0.3454527960816322,-0.3039312170571737,0.24341576020511846,0.4340765391763525,-0.44083464961287966,0.611051508436694,0.04562668626986331,0.4080004259092585,-0.10857886386864052
Temporal_Inf_R,0.0119084707011926,0.4209488839774803,0.030174615153497935,0.6571786795931908,-0.18321485818138725,-0.6519539751118786,0.3415558623704643,0.3669235333834949,1.0,0.14420848966274258,0.42718634240457865,0.28899269104882486,-0.08336880168215027,0.11576723821011167,0.5048557170318636,0.6132009297131753,-0.18513370828338457,0.06027517537629243,-0.10100093756196019,0.0157918805523689,-0.16754138660656895,0.26900193645910325,0.18046283847161515,-0.0672166285740196,0.36185005653920127,0.4420138054814508,-0.0889963587881127,-0.04489628263556125,0.23586766203103085,-0.39420664742669026,0.3641943351553185,0.13853975199069585,0.12853986401721126,-0.03330257115726426,0.06919901370972316,0.1881674730905985,0.828950227765719,-0.18342652071111307,-0.46719272073955603,-0.35637295618229126,-0.15707145417723029,0.18150853170912293,0.21804118340914216,0.22470273595559426,0.6685415363976316,0.15959514907368286,0.33415785328566155,-0.15774426158705565,-0.39888418867209213,0.5628547561477006,-0.11001387531885358,-0.047347628900408174,-0.15716391139486982,0.36056751416655985,0.45510251832628723,0.11717203593239836,0.6029785590948087,0.41104062000537955,-0.03012061316521717,0.3263057758652469
Red_N_R,0.3806100258339763,0.15780961347997188,0.18509021090350142,0.5045788773015585,-0.02074578578762341,-0.2377701575827624,-0.37914139133287644,-0.10845777518778417,0.14420848966274258,1.0,-0.20082507893792384,-0.005539283667857777,0.32232067518398244,-0.16397660136837702,-0.10480787437809454,0.20463703852307819,0.21986978889967088,0.17843405623579367,0.10907075929711059,-0.122475751005591,-0.2648264909350677,0.03289533343157317,0.26708558608847577,-0.05376113384066137,-0.2075815339085918,0.2895016069133649,0.2955551991253041,-0.13985851844076885,0.0041426456145070715,-0.17440596775357906,0.030405705439997804,0.27057459511176024,-0.28445705791584486,0.42611914090981834,-0.1273287597825066,0.4180738532970405,0.07430071856427814,0.06685320811116052,-0.10876330731896727,-0.058162635074168155,-0.20361441748697523,0.4039199048999123,0.3711534394891452,0.20350015956543047,0.3877003622980713,-0.40837334155787447,0.48195688143194937,0.23661321251717718,-0.23591397839496742,-0.06431599819890157,0.32016784854864916,-0.0464629507234527,0.5392680286383874,0.3317042250392042,-0.05848963939019835,0.44033014067719806,0.011206402800530646,0.26643176674071484,-0.14640522644741458,0.22059991463834874
Vermis_8,-0.1946706137813561,0.3953800559412075,0.2307472337435441,0.028409744098703532,-0.3954831715247999,-0.2542608271919835,0.3239016466801322,0.5651447108964838,0.42718634240457865,-0.20082507893792384,1.0,-0.024264572262786045,-0.01949423546518741,0.44827893781539585,0.8947553693079031,-0.060920920407507684,-0.4760594586861836,-0.1639795537500749,-0.05533976681083181,0.3506621237603149,0.09799309653276021,0.6036350566390585,-0.00021515584426427397,-0.07782540270163428,0.8097241405979706,-0.2865891710224034,-0.31448333942940093,-0.15963281168370907,0.27678662103232965,-0.038908327752565565,0.26041601005078424,-0.4886611170830421,0.19895482903415757,-0.08901774565277136,0.5918608383032419,0.09438517458417814,0.4034318957076692,-0.013774133442723728,-0.2365925014848103,0.1834703729562209,0.3169982925216194,-0.2179068208180867,0.07743796092100902,-0.289961487209811,0.2837573113533877,0.31977338294173435,-0.041259626647790544,-0.5549074311418806,-0.04505638799094639,0.7404485155889596,-0.18158422711702815,0.6058960145180816,-0.24353103299065185,0.09393100724868161,0.3269660631981141,-0.44528548763915876,0.6999255339615256,0.24305285682781144,0.38438626770290496,0.1512132432589603
Thal_AV_L,-0.2397027084130973,-0.059231905526729876,-0.22850099766536575,0.10147120705914234,0.012904844453795838,-0.21594932202273967,0.2700292648221895,0.12115196043326351,0.28899269104882486,-0.005539283667857777,-0.024264572262786045,1.0,-0.22156599042733297,-0.12458956749049718,-0.01752024486360322,0.500624789352258,0.2763389889138822,-0.0038359035142239563,0.3664125044856858,-0.3477605059514885,0.18583061398915454,-0.354584665573577,0.32727085114151405,-0.1621957633962886,0.005436396469093735,0.28811123930861404,-0.05981902346570027,0.09764511268814115,0.0032322394109645667,-0.30764955538443095,0.13582918310552458,0.4348227242338124,0.16979087971283788,0.09826711649732908,-0.49803804893883147,-0.21020997962845744,0.32757652889312133,-0.37976693738937317,-0.21833005179062387,-0.4403504905057291,0.23561103062876007,0.24937448920903027,0.3305515474558392,0.5034384013714729,0.09287988743966624,0.32959272529896755,0.029727002847146716,0.5572441161499208,-0.2163237872415004,-0.021324081429072838,0.06271683576821001,-0.5426592725088984,-0.16253250808293238,0.22582894948282156,0.21490033181970758,0.28668555476351765,-0.005685147165121097,0.34928933898478626,-0.3169851752681314,0.07946942887317439
Thal_LGN_L,0.1455190247036597,0.3784211165366304,0.4080569189665197,0.06446505598137765,-0.022353702494619113,-0.13026513737406334,-0.2854108450531203,-0.17166696236179116,-0.08336880168215027,0.32232067518398244,-0.01949423546518741,-0.22156599042733297,1.0,0.11415523519977838,-0.04477176419136706,-0.17833743620394013,0.19882152609911363,0.4349838197535476,-0.002709414536212744,0.29984876186252024,-0.4340893234458429,0.3782395501262226,0.2920628822282817,0.26720762939641535,-0.14099098985848976,0.11502221304567947,0.5090292687008233,0.024951463589184247,0.07773693444451435,-0.2953392528764467,-0.012243536853632657,0.05492132754776511,-0.4195478097635751,0.3067002627952082,0.23631132359613127,0.3724425991790886,-0.24285526414717673,0.26701987219889284,-0.14371950149649312,0.13698092814690985,-0.0963323296861959,-0.15596937924821003,0.37691478341353946,-0.006101111032215316,-0.005910707529584112,-0.3913166303626415,0.33859641680986535,0.0305528956653432,-0.1537922292739793,-0.02583445604972404,0.3066706412348542,0.268446289723152,0.4765321425744731,0.1448567661658392,-0.012572537629270436,-0.04885590294412198,-0.011882068844435666,0.2804844688888703,-0.09283432055803673,0.38042710370579336
Paracentral_Lobule_R,0.10452288691501219,0.4853630946838373,0.5602315058498963,0.14473426969954517,-0.6341509117456609,-0.022708443521479483,0.5104466514567271,0.4208461705054727,0.11576723821011167,-0.16397660136837702,0.44827893781539585,-0.12458956749049718,0.11415523519977838,1.0,0.5417914382815158,-0.29451120050083224,-0.46132533164406797,-0.1267209550953735,-0.2497230592068371,0.6989401719263022,0.10162601384736915,0.6551075537420007,-0.015619004996268513,0.573290686733627,0.3973470147159371,-0.2410069638718826,0.02938517438784936,0.5973643280461381,0.8585603726706329,0.14305339034954392,0.09658191522454264,-0.5424357721986723,0.3800745396054881,-0.11283977482436641,0.700706021587593,0.16461212336114645,0.21625637985094767,0.030275892301468276,-0.4307441434237949,-0.004720395088734253,-0.2066170042534124,-0.5046058858904126,0.12660832854619322,-0.37502776061927784,0.11130750622214934,0.4071057638072842,-0.051871036491634416,-0.508830805069624,0.4168702101315403,0.4521795118475484,-0.14937056971910434,0.37753107118574475,-0.0603381245896991,0.1633434440428716,0.4390041027441296,-0.42963470286700245,0.30965010168358964,0.17527960305965526,0.6183617434509024,0.045560925419345054
Vermis_9,-0.020148254824337124,0.4834346831445198,0.30583572067558135,0.18510998392442982,-0.4490583181369177,-0.3165749799360471,0.39729468172292465,0.6093871830749874,0.5048557170318636,-0.10480787437809454,0.8947553693079031,-0.01752024486360322,-0.04477176419136706,0.5417914382815158,1.0,-0.014847440756415477,-0.4917245063190733,-0.23392142771938612,-0.12675134081614955,0.4571737573201615,0.12757102233540618,0.6326227495205381,-0.003772879130224113,0.0932139745565284,0.7775048744204583,-0.22505949766762334,-0.27942667992427644,0.0028670143754550366,0.4499463988198505,-0.059898253028776896,0.33647313500526177,-0.4845110609712168,0.22661909920050832,-0.17179278892484562,0.6362814255973421,0.1303116302433101,0.48136258654594255,-0.014430968332948964,-0.3284192883006699,0.13991822027704173,0.11411505670382392,-0.1630034408936585,0.1628207723955736,-0.25953676237834844,0.3911943087223838,0.34865588290975513,0.04423230344581996,-0.5289528122414553,-0.04218136808551553,0.7857275715716604,-0.1792325971634284,0.557389809069546,-0.170637165161995,0.17393518503689348,0.3810814701607137,-0.352867490169198,0.7253338853808599,0.2989895388032723,0.39643361088784923,0.1525542438277273
Amygdala_R,-0.03908846258957297,0.06536915565690733,-0.20424549061632857,0.5027075738702341,0.09140353783877436,-0.4388885588545231,0.12086363769746238,0.1361316667322394,0.6132009297131753,0.20463703852307819,-0.060920920407507684,0.500624789352258,-0.17833743620394013,-0.29451120050083224,-0.014847440756415477,1.0,0.28087392135112865,0.31609963578567424,0.09607081922208881,-0.44600971351896607,-0.2382587513663557,-0.2887200320991203,0.3429193742488556,-0.27498645079841494,-0.14249268515021984,0.7062549220286806,-0.09201475771236779,-0.04196258087035087,-0.12026683189011363,-0.3053666667736695,0.12227518872609897,0.5946074307837764,0.060797654792533885,0.23993269555993474,-0.48613144930345575,0.19707785470280445,0.5665857390718048,-0.08114769369546009,-0.1895213777752801,-0.40911633660929936,0.031117711315459578,0.39039181121346217,0.17337034778463503,0.5745513238017582,0.41995231124176075,0.05426408629707124,0.30148116706697653,0.34917627696036196,-0.35762654150893813,0.020173778024926172,0.030695531998734697,-0.454774039872485,-0.08061258497451643,0.4041009767668256,0.1127348267966723,0.35606575530144846,0.133818162820659,0.3062136046091435,-0.2988614430493129,0.27329267046409367
Temporal_Sup_L,0.004026436783548475,-0.18479298256480395,-0.23287926775890827,0.009012344598638013,0.5655871329247951,0.1722872578047952,-0.30000828668690016,-0.3403716532695184,-0.18513370828338457,0.21986978889967088,-0.4760594586861836,0.2763389889138822,0.19882152609911363,-0.46132533164406797,-0.4917245063190733,0.28087392135112865,1.0,0.2899385328036333,0.24767422804279532,-0.32136092941206185,-0.16056239354285728,-0.4930374386476376,0.45253797397004697,-0.0074991221229722,-0.5148751495146779,0.3974338574228177,0.2541213066270315,-0.06484705253855397,-0.34195234716893863,-0.2689794619820965,0.16927987436298692,0.527479259968219,-0.3383308199657698,0.4004120580170345,-0.4493584138814429,0.043798105142863766,-0.22873771631641507,0.39980224617722776,0.3181371846925198,0.08016791796232897,0.3165175752085246,0.4257246957949299,0.3700519829294325,0.5940053716271025,-0.04287123732455631,-0.22801071560623196,0.22285944908648808,0.7368134544894156,-0.30219861612076593,-0.6021340626189771,0.49449722302639726,-0.3076091959083148,0.2966966568971478,-0.022549165256871243,-0.2597018061249233,0.40701039657259896,-0.446903609158361,0.1718920438219351,-0.5252284728712625,0.09880701493439142
N_Acc_L,-0.21010669651076677,0.35460641273462784,0.44316148269813976,0.25541402396227963,0.04828114264228352,-0.3272183744709695,-0.2385074702426749,-0.22508432084532656,0.06027517537629243,0.17843405623579367,-0.1639795537500749,-0.0038359035142239563,0.4349838197535476,-0.1267209550953735,-0.23392142771938612,0.31609963578567424,0.2899385328036333,1.0,0.03274578021311589,-0.2082322099288583,-0.7741626612211386,0.0549864490906483,0.501171301708031,-0.083588287665443,-0.4174361604222606,0.6263145204464721,0.39701270810562844,0.014915465393724375,-0.10979812930275912,-0.3292225067238386,-0.146588149166983,0.4858422187450719,-0.3338579975376288,0.6670149439504299,-0.2603095082146069,0.5985477575228213,-0.13217310521876918,0.39187865832921626,-0.1361667017354277,-0.1193179656542701,-0.02755808877415098,-0.2410717759200502,0.3067530740275721,0.30815530319386064,0.10440439675435612,-0.3914942033576187,0.47251164514975497,0.29216473792970105,-0.2022994093377086,-0.3164291977755022,0.35092431013135666,-0.029712000695944204,0.2884869060067191,0.5022094727965548,-0.19900604050470905,0.09752427192759615,-0.20310030804745932,0.4336518854427663,-0.2097701684590491,0.6054103486514895
Thal_Re_L,0.01411200259083469,-0.16659121937340957,-0.19030105785393828,-0.17062463591893626,0.18492337578814527,0.03497500679236761,-0.0523484681203725,-0.04238791829546029,-0.10100093756196019,0.10907075929711059,-0.05533976681083181,0.3664125044856858,-0.002709414536212744,-0.2497230592068371,-0.12675134081614955,0.09607081922208881,0.24767422804279532,0.03274578021311589,1.0,-0.31684162564207446,0.06453924217607067,-0.27003159246826336,0.18696121821549727,-0.2530346951517571,-0.1058498758678297,0.04046899005278003,-0.047662857045683266,-0.16105236588282676,-0.2448574913186853,-0.09046835381571938,0.030686293729173173,0.30191581320064814,-0.07961358807326634,0.14110938182069457,-0.3310136699665696,-0.02732683289678673,-0.11107563996648813,-0.13839488648501,0.033611740197976796,-0.09771445388912878,0.36681670944539624,0.18879483985239437,0.2313871710607096,0.3053240781740756,-0.10255097931055834,-0.004700109798545228,0.024673416083265884,0.3701718826800846,-0.09686470191484974,-0.14423717665120445,0.28232063416998765,-0.17668489475255597,0.149471946090458,0.12178034588934279,-0.12984174787983913,0.127424522811391,-0.09737261740774579,0.16214196514266974,-0.21967642090314177,0.01789348778259177
