,Frontal_Inf_Oper_R,Red_N_R,Thal_LP_L,Caudate_R,Pallidum_R,Vermis_6,Occipital_Sup_L,ACC_sub_L,Frontal_Sup_Medial_L,Cerebellum_Crus1_R,Parietal_Inf_R,Cerebellum_6_L,Heschl_R,VTA_L,Putamen_L,Temporal_Inf_R,Frontal_Mid_2_L,Angular_R,Temporal_Pole_Mid_L,Amygdala_L,Temporal_Pole_Sup_R,OFClat_R,Thal_MDm_L,Cerebellum_3_L,Thal_PuL_L,Calcarine_R,Lingual_L,Cerebellum_9_R,Cerebellum_Crus2_R,Thal_IL_R,Olfactory_R,Frontal_Med_Orb_R,SupraMarginal_L,Occipital_Inf_R,Fusiform_L,OFCmed_L,Cerebellum_6_R,N_Acc_L,Cerebellum_3_R,Calcarine_L,Thal_MGN_L,Precuneus_R,Cingulate_Post_R,OFCmed_R,Thal_VL_L,Supp_Motor_Area_L,Raphe_M,Thal_PuM_L,SupraMarginal_R,Temporal_Pole_Mid_R,Parietal_Sup_R,Frontal_Inf_Tri_L,Thal_LP_R,Parietal_Inf_L,Thal_VPL_L,Precentral_L,Postcentral_L,Thal_PuA_L,Frontal_Inf_Orb_2_R,Parietal_Sup_L,Cerebellum_Crus1_L,Supp_Motor_Area_R,Temporal_Inf_L,ParaHippocampal_R,Temporal_Mid_L,Cerebellum_Crus2_L,Paracentral_Lobule_R,Thal_VPL_R,Cingulate_Mid_L,Thal_Re_L,Amygdala_R,Frontal_Mid_2_R,ACC_sub_R,Thal_LGN_L,Rolandic_Oper_L,Frontal_Sup_2_R,Heschl_L,Cuneus_R,Thal_AV_L,OFClat_L,Thal_IL_L,Occipital_Mid_L,Temporal_Sup_R,N_Acc_R,Thal_PuI_L,OFCant_R,Thal_MDl_L,Frontal_Inf_Orb_2_L,Vermis_10,Cerebellum_8_R,Occipital_Inf_L,Temporal_Sup_L,Thal_LGN_R,SN_pc_L,Thal_PuA_R
Frontal_Inf_Oper_R,1.0,0.015015955408849346,-0.023656372140669332,0.7135843588141326,0.4770672373189169,0.08060781685829291,-0.12365027445964029,0.4426235144681023,0.4189650847424637,-0.17787520108898597,0.38368580864442264,-0.06735000195056047,0.1670174668067468,0.1581698173959814,-0.10883147625632104,0.17849510030915747,-0.09609812588294162,0.24310340553688792,-0.2847117143096092,0.1256342243398691,0.6288633809916468,0.41154711362050006,-0.048884485159124726,0.42368339804084937,-0.07076149969349757,0.19148699196028268,0.10276239605880588,-0.3728157742962968,0.15079940445698975,0.34957586512863686,0.44458969789265046,0.30678208076747926,-0.4501153209921631,-0.1681375037087459,0.1579876675684401,0.6649114440190399,0.1633480427303603,0.028362019826337743,0.3120925777478056,-0.06913849519473918,0.2521129650171874,0.4149021317682423,0.11465971233445652,0.3660904254839136,0.4318463834976953,0.2670906507796585,0.24720994820560566,0.2441620827631393,0.5766332511044914,0.7097083573718768,0.1034169330526675,-0.16009333271803483,-0.11104244256113602,-0.3504835531443411,0.6525656179653222,-0.3762433295325033,-0.3864497001766683,0.2136711339746627,0.41950047113328937,-0.16911800093827148,-0.12460916741998312,0.6230192320948316,-0.07502117590665001,0.5616351227421885,-0.20404445130961646,-0.25060432650998404,0.4353864586620147,0.3189452213587605,0.2307591054101705,-0.11795299556696975,0.5462245603221723,0.4760419356489588,0.2952833221460765,0.06720780675109098,0.1085506217457284,0.6806734619943808,0.18480882718948013,0.026176788075590936,0.24622621182927032,-0.11809169038570203,0.3940255142884122,-0.13128631545196684,0.7230874688000141,-0.01811152326707942,0.12774696417627032,-0.24037343831250071,0.15888132867498642,-0.15604474102136542,-0.25835000033006494,-0.17698941508716784,-0.10491506905268896,-0.03988864136764259,0.44896675290299054,0.0350932982485995,-0.22010878341130846
Red_N_R,0.015015955408849346,1.0,-0.39595675180326373,0.15672210632026312,0.1494878392035583,0.4007709496567501,-0.05373367984609066,0.0836948507528894,-0.05666042184543882,0.3815938752509103,-0.019940752820272616,0.03231239252544032,-0.012743446875210437,-0.07197736651001108,0.34876437960996637,0.014468106375864969,-0.029503730064021974,0.007957937173969512,0.0030631275994669185,0.027043402160292048,0.025047093114433983,0.12519070561595028,0.5313483622234394,-0.11047236902196447,-0.09444399375670234,-0.10263522290349715,0.19328021237226112,0.1074505190930606,0.025940993213258597,0.2394232022705973,-0.09338260202585037,0.1262270731240813,-0.04874089094675525,0.04872414761582651,0.0576488154126675,0.18212082407924712,-0.13085714101732432,0.5056482418110012,0.153382545465279,-0.29584262888079954,0.1434555272739773,-0.08114947147427644,-0.10229398276011467,-0.13015059219251324,0.268140815872181,-0.11320492917601511,-0.08719299435536637,-0.048094164979942455,0.10078607393251189,-0.11240095845112286,-0.16407489211411494,-0.1231291531832881,-0.017566071403568653,-0.05628025640685768,0.23245468895255442,-0.09222751023030887,-0.07078218422172242,0.11196818251323266,0.2412097894303716,-0.16962335859772104,-0.0829221716348333,-0.011320597877805063,-0.09857678160690889,-0.13934770787354425,-0.07012432565202946,0.15010269423772438,-0.16433810203300042,0.3185232782245293,0.0371846972139945,-0.3831176774472429,0.18034215332489326,-0.08457263350089106,0.39473113460807874,0.5861232098824302,-0.15065289140436305,-0.01587845281648048,-0.1528532393067576,-0.03111630620692946,0.5516010336141572,0.08990789580371454,0.429118777987511,-0.04058303187493168,-0.0669359740599369,0.5887691764246296,0.09626703556883487,0.09601586054924893,0.41404419187552965,0.43801347821429526,0.07656002336197108,-0.013200357897288866,-0.00460236827902602,-0.19885243611174333,0.028799046884651115,-0.421754596189624,0.061696022329638375
Thal_LP_L,-0.023656372140669332,-0.39595675180326373,1.0,-0.07900186653276137,-0.3402396067862299,-0.28993905142472964,0.3484768101993295,-0.07580985539414001,0.18321763223949428,-0.027445415547667232,0.4523480769109517,0.06810809488066816,-0.16399322700764318,0.16455129631348012,-0.17696452892091977,0.12586700723882777,-0.2689575927511034,0.4154591270906951,0.040113765557084964,-0.3965112444559157,0.10655916165672238,-0.2234855486956807,0.18110863536811544,-0.37149398163781194,0.578116000329675,0.17198832238554965,0.1582561866662276,0.2116243626203808,0.15114694142998122,0.04609302997916079,-0.26697236956982606,-0.15617441600574045,-0.13631494871447328,0.07477839741817764,-0.27791074280725003,-0.16883953222041653,0.29165758514377776,-0.24451217191975572,-0.13963822805137363,0.44822057394356735,-0.12752697381659187,0.13411284723905223,0.007272827935007509,-0.30428182105441254,-0.31763795118615124,-0.0392022689803416,-0.32187584264249636,0.5657595547975013,0.30407824410622475,0.019397341819897676,0.45442834413516503,-0.25634395101134133,0.3981693847146594,0.07976139643840534,-0.14207806311392682,-0.3170010320127115,-0.14870451823949035,0.5316345145305489,-0.43471254060716147,0.3749033911746395,0.13929320390781424,-0.008505869497368325,-0.2024461634905925,-0.1801225594708554,-0.12222452415137627,-0.07284374596262762,-0.13631387224952404,-0.4782467031091382,-0.2679625910180671,0.0939935187405407,-0.23433293171156697,-0.16838431669740558,-0.23909099806705633,-0.17261708124427866,-0.22773550654799393,-0.048746183948552554,-0.21236708320958542,0.2926878108996204,-0.31222851628953724,-0.27064868393864877,-0.3169740402147676,0.09417530431499586,0.23443604959067846,-0.10557951512002912,0.2281325878128817,-0.32237605923682205,-0.22554347709737357,-0.08475537033940174,0.18821865774941524,0.49326722911924614,0.05690885304905313,-0.09878316450697532,-0.09111650430361186,0.11370434599260343,0.22239134983693673
Caudate_R,0.7135843588141326,0.15672210632026312,-0.07900186653276137,1.0,0.6443079905991888,-0.17583409460831023,-0.5166586667395539,0.6591373746650322,0.6238054577418662,-0.11857972173593888,0.28815587815791927,-0.30657450985512025,0.10796293337412909,-0.002436756802373195,0.07394699608642867,0.038169075569521906,-0.30663003547909834,0.2197497940718877,-0.5044474801155582,0.00041008890663143775,0.5234653243933635,0.7696826240572676,-0.03398657199741237,0.21168448165934697,-0.20276626453288712,-0.20329086796020285,-0.13619718542607842,-0.37440448843380986,0.23202847994532771,0.2768626466448617,0.5166325873408613,0.6276367543075683,-0.8100005078732267,-0.3957012679911485,-0.258182301175635,0.8412275696790619,-0.013391359711245205,0.17810388869324242,0.15441145524836739,-0.4164830384186759,0.0031801500265432135,0.0996988680875913,0.3487954139920875,0.4759964211161494,0.579110821157417,-0.06938434397510665,0.2195793028646343,0.21255293128366212,0.6474635253959758,0.6734835390859556,-0.03350768957101156,-0.5063204327933666,-0.2753211788740784,-0.7312031044156657,0.6915786342886394,-0.6039919413057457,-0.7701235026494455,0.22185286976852828,0.6539154423307392,-0.51843975997735,-0.34368119417350473,0.5533402482190001,-0.46815821867614865,0.6787952575350231,-0.63769620259265,-0.4266099226042569,0.3028413564292584,0.43862843549003405,-0.1024902167801385,-0.20461306215869793,0.49473705544435476,0.1673853219996901,0.5410784750619201,0.0931050506149169,-0.21674044164363263,0.6857612553718254,0.09712112778537896,-0.3684444376341831,0.23076737033410052,-0.05191625271546081,0.2597897500714815,-0.5811898705585901,0.8062513866730693,0.025792108899004008,0.07855616378319312,-0.1213730150542881,0.19133530064702858,-0.2106128265670588,-0.4156944081342388,-0.07318219203774456,-0.4760135095937439,-0.34373118937318203,0.2963047482932884,-0.25037749915261803,-0.5961829685568745
Pallidum_R,0.4770672373189169,0.1494878392035583,-0.3402396067862299,0.6443079905991888,1.0,-0.2108823556943948,-0.5293805898590177,0.5919668205218535,0.45492770114361264,-0.17368575405367964,0.11753277437311005,-0.48468598137976765,0.3884569314530738,-0.13921361269831287,0.3199011531381,-0.35237492449263463,0.19521888851314803,0.01900223176940675,-0.5755990324044354,0.22642849077096017,0.05865321116495233,0.7336546480418175,-0.0892653101842777,0.45677019423522724,-0.35334960500950524,-0.3108839101179358,-0.32012669857601633,-0.6027701640909958,-0.029056433221070134,0.3359599766215463,0.43213281261036507,0.5987386666503207,-0.4676292137433945,-0.5186238961127962,-0.17026723031459415,0.631596327935814,-0.33192670078981357,0.23604743621268015,0.21760429979682633,-0.5081402113175689,-0.03485194870250533,0.1829223388191149,0.37657951329068995,0.6050032131471942,0.5479958705508765,-0.10397807269433652,0.4217355614184583,-0.1599274290181998,0.3141533143030032,0.32400101873138687,0.04002221165128943,-0.2236855858888807,-0.2816264882783121,-0.3867825677386337,0.5662887398784195,-0.12938818352945128,-0.32340467124385847,-0.2542531330531067,0.6656501091272986,-0.29736956815575416,-0.5140792025537104,0.3333770554117545,-0.37968552020273205,0.6595153380484039,-0.4604442540712948,-0.4031056179904687,0.2825507861314765,0.48518702779627615,0.007892024818841095,-0.012189010181009931,0.1855727820122683,0.21979936901713193,0.44195866820045665,0.04230203054140404,-0.17188728358704292,0.4889864388223525,0.1850240679697728,-0.45094784310551467,0.13065414749342455,0.11641190294700267,0.10666196539026505,-0.489387222989901,0.4423197759707835,0.028752729429114623,-0.1269386746363739,0.14849329848568132,0.15082648959459935,-0.3204604122405861,-0.6177969745839714,-0.4241389428485579,-0.4763251552405141,-0.23232109473836837,0.1997853351225668,-0.22310474630881583,-0.6117621388099039
Vermis_6,0.08060781685829291,0.4007709496567501,-0.28993905142472964,-0.17583409460831023,-0.2108823556943948,1.0,0.4150963270694494,-0.11964479747633039,-0.3059637634350716,0.3124449566564521,-0.20548527927042143,0.6727947849608372,0.0607516729844684,0.20066597559963267,-0.058658529484024335,0.483269298145882,-0.028914447220279513,0.00487540952342336,0.4145994399692949,0.2750180000286132,0.3775760032519131,-0.4344932423165353,0.19341178480032195,0.10746348863539186,0.05344699194356182,0.5160102021337843,0.4528584938057137,0.40187024458757853,0.0931942885619718,0.07158037894048226,0.1377293036362842,-0.35103622284521036,0.4588237062795017,0.34732694414266424,0.7268849447952155,-0.003256821059063903,0.36230863619996534,0.32279552412002727,0.3374348416218016,0.20187118003521198,0.3311720162698129,0.17067488067286754,-0.31139238605366754,-0.2674334081545439,0.004583623378850049,0.3376255129058523,-0.17502357387533993,-0.06717425565149382,-0.18797844855092372,0.09022902244194175,-0.2777835425627311,0.24684250030729915,0.06653577678765787,0.28710765408140626,0.059271102293998075,0.08850683811469601,0.27061920071229323,0.08042874783484597,-0.2042647942763235,0.101396262925673,0.5110053609664479,0.05452396617610952,0.6252241451139957,-0.341881140466332,0.621496500732855,0.41458311334439085,0.1176156762852159,0.15727341447663237,0.3625370177757317,-0.3249081608969689,0.3777834151571543,0.14469911728732562,-0.19515275556116402,0.2563834382203254,0.29245457850396317,0.017386905616650485,-0.04769466831448626,0.5420333754636787,0.4405725200539392,0.029975803721001424,0.5457517849661409,0.6212463451413922,-0.2150922526963654,0.4630536812381762,0.0894147146264544,-0.22019268967456523,0.20216595294772166,0.5338558058625009,0.5423551501751019,0.025842955497292843,0.5865820969551184,0.29988023904021677,0.3909099869988461,-0.07875016106100315,0.5942206652913324
Occipital_Sup_L,-0.12365027445964029,-0.05373367984609066,0.3484768101993295,-0.5166586667395539,-0.5293805898590177,0.4150963270694494,1.0,-0.391971533402547,-0.1994235117263117,0.21556934900855806,0.3441131586443537,0.5558444869709329,-0.16286423984931736,0.38624820001149,-0.15846091194405565,0.3739381093308605,-0.040842652746656015,0.44573952433492675,0.39227998080370996,-0.16655208214216435,0.1476302902788468,-0.7333507334400774,0.2842191285366175,-0.311297353279941,0.6627308690072242,0.6450430214277109,0.5979966278554824,0.48606844532462484,0.055978423791027895,-0.01864822451784966,-0.3965753028494422,-0.6579484817680236,0.5327032565759243,0.42355510577251865,0.4243154139926784,-0.4753062421069094,0.343497348768219,0.010646970506821053,0.3083349940945278,0.7536235773383729,0.18510310300749633,0.4580497121984838,-0.21763151652925497,-0.624351468847075,-0.6099608031092831,0.21503229395518733,-0.41769679628082185,0.41009158056993894,0.050410268372116436,-0.136711464528093,0.48457587359381926,0.19506984932946314,0.3568342911549569,0.6689914776834935,-0.259618358009629,0.0716561982210983,0.41953146116549184,0.4650781898448548,-0.7004647366187967,0.7772988307954859,0.47239398356757273,-0.11266336409685634,0.37552285796216983,-0.5708237936930944,0.5514968653652418,0.38889980656710366,-0.18713629237638726,-0.5387949357586564,0.14280124715893228,-0.1735631231077096,-0.10349743137072442,0.09833235950218043,-0.607822910103448,0.09395158655072215,0.0511796554854009,-0.15370587528550747,-0.28332866075411134,0.864540939381145,-0.13138736083687014,-0.14330852571237793,0.1683936763200798,0.8193589337880292,-0.23226696801567245,0.22735749502343622,0.2356578931036784,-0.3466303346387051,-0.3030059969661438,0.38605590338340107,0.6132497534821618,0.36006325526130567,0.6739607103198874,0.16819010184549685,0.08810636357231642,0.1488993192315948,0.7327742355038108
ACC_sub_L,0.4426235144681023,0.0836948507528894,-0.07580985539414001,0.6591373746650322,0.5919668205218535,-0.11964479747633039,-0.391971533402547,1.0,0.4401947244468128,-0.37889268991251296,0.12909912097966758,-0.4827869521409295,0.006667157766251554,-0.1666234515505406,-0.02706784625918269,-0.1626134718626629,0.07556952689753535,-0.009895006156497398,-0.45074867530249946,0.08817867755194447,0.15026864625242345,0.6645297669330484,-0.12031930750157403,0.2565857129905736,-0.3261750268376996,-0.37814902448657317,-0.372892173326019,-0.5025278429532161,-0.06340547147190205,0.16458262780026933,0.478620051697875,0.4871155510084271,-0.47863779223990865,-0.3191283024715687,-0.24419316004386385,0.6370468033347663,-0.26047046972782634,0.3207668372259856,0.22621979321349572,-0.45574492396036176,0.08138575698217967,0.04813568338979862,0.3829822815124067,0.459378700679875,0.3907701793151318,0.06412995787172203,0.24631151235082532,0.008004288062475003,0.32388950947964895,0.325503633426323,0.00849317944304548,-0.1545133924961401,-0.2461372499012479,-0.420410743620178,0.48466215130194906,-0.3015674230699941,-0.4605436952898302,-0.01713210772759323,0.5385527472909105,-0.2282470862999886,-0.5345866888471199,0.27829617497350584,-0.33800719085784975,0.6049821936334894,-0.521467745452521,-0.4573197025358102,0.2016545630028773,0.400177751019385,-0.023306623340586936,-0.1277543504018222,0.24752112286564443,0.07554556233233856,0.4183124110893598,-0.06193518716055447,-0.07445853851566785,0.42549714884164647,0.1467652081470737,-0.43060609200126077,0.10123402075063777,0.17782650797302518,0.26950646834830644,-0.5324440672566094,0.4003042999559006,0.22065376537345377,0.007680522059837514,0.1500759414138404,0.09693081750520853,-0.411893086608597,-0.5526837447288215,-0.21804437633307808,-0.5526971011180827,-0.052532264134737335,0.22542725497977026,-0.3243608985908236,-0.5866382416764703
Frontal_Sup_Medial_L,0.4189650847424637,-0.05666042184543882,0.18321763223949428,0.6238054577418662,0.45492770114361264,-0.3059637634350716,-0.1994235117263117,0.4401947244468128,1.0,-0.07698945067022185,0.43356227011299797,-0.19468148385345208,0.16712362150393828,0.1408570662011567,0.14704354125649205,-0.19789061011649547,-0.02595290146826884,0.3486171424727237,-0.5582370280144262,-0.07252910195915459,0.3624065615444616,0.568650341097106,0.10068458824723366,0.10591359038778529,0.05526309630248319,-0.10882205417130428,0.05539018034085199,-0.11604898425229815,0.13928696160187318,0.3063238125272225,0.2843310135458288,0.5463100780221242,-0.5102342527751235,-0.4184827956528032,-0.18373418604224498,0.615046496485755,0.055006974932267215,0.1316547356704481,0.07481039747791392,-0.06074088273763998,-0.09232324788503599,0.34795506408614324,0.3818928651640085,0.2834447411529562,0.2891494325541556,0.08361745616033732,0.00021897370528320696,0.33028835039961346,0.4955620951773918,0.5000845392153932,0.2879008352781217,-0.40346809515104637,0.14726494091563141,-0.27548411756986374,0.5090268507784809,-0.5047560032593295,-0.5340480250135118,0.2398231222395136,0.32842802281956207,-0.015162598087150519,-0.26942593888584127,0.4382738868460971,-0.3608509994143037,0.43331815486652636,-0.40505027266797433,-0.35557927248932397,0.27042918367023633,0.23691746600518354,-0.07822980444146738,-0.16473959969293878,0.05837025135035656,0.292288171411422,0.33989086980178107,-0.05907563408427925,-0.3539322483266789,0.7392187356201128,-0.10367867836917448,-0.13713014391264883,-0.0025093627688053716,0.22373853485109893,-0.01978371512927816,-0.307399610537206,0.5598939649111269,-0.14910194507449478,0.13507360286989276,-0.10110209170529043,-0.06609617013072634,-0.021532587071504707,-0.19047331494169442,0.17404807502088596,-0.2992431100230296,-0.19511043444540865,0.3583741213797248,-0.07293477884775376,-0.30832842026150453
Cerebellum_Crus1_R,-0.17787520108898597,0.3815938752509103,-0.027445415547667232,-0.11857972173593888,-0.17368575405367964,0.3124449566564521,0.21556934900855806,-0.37889268991251296,-0.07698945067022185,1.0,0.15331883231797885,0.537657260272456,0.18791135716721905,0.3658589868459635,0.50787364205505,0.2955836154835311,-0.3497419014393328,0.4025030629117938,0.21763882103812215,-0.17971797503908793,0.16401901944719838,-0.282476116001006,0.4095564663298507,-0.2816601463358271,0.4527916852009037,0.4371150068033099,0.5133032683141369,0.5122676773797842,0.15334986879846546,-0.10444751949445231,-0.26533976778294277,-0.046058369588064356,-0.03755673318061596,0.2151781608262147,0.09052342258788844,-0.15220753594317976,0.46283426239685743,-0.05012561826620791,0.1240019713916846,0.30313163703540097,-0.28289890389915606,0.1027883090441151,-0.2200809871591392,-0.29855672291945007,0.042877002687806975,-0.35676087923920574,-0.1701641563177047,0.14362098360903472,0.22003714607800073,-0.05490289597362653,0.08506203563923415,-0.39140387624274325,0.16757982995893742,0.053256842220028036,0.03510052320635723,-0.06375604990631002,0.059866179440351365,0.23417408988758553,-0.2237311588845426,-0.04139433128126883,0.5401700870798664,0.031017935286152293,-0.03230124339265778,-0.3802614624624704,0.15263864485274423,0.5319624363490525,-0.06964734227649387,-0.236963764528856,-0.2131546162647755,-0.08756937988592187,0.03592901041834828,-0.09422733270496554,-0.20012081268716203,0.47627001564364885,-0.34526074652312994,-0.041456549842492,-0.37035213580134796,0.43472772017048766,0.14408455989531616,-0.386085183982137,-0.12501023918848028,0.3292689831692746,0.07824781680834021,0.2666627709284199,0.3269687319288866,-0.4255801618273466,0.09961434990436488,0.4476288501737806,0.5864641967179168,0.3103726200559005,0.39180482361936236,-0.4470921199505537,-0.11981705469495618,-0.20140077733369277,0.3802473791742673
Parietal_Inf_R,0.38368580864442264,-0.019940752820272616,0.4523480769109517,0.28815587815791927,0.11753277437311005,-0.20548527927042143,0.3441131586443537,0.12909912097966758,0.43356227011299797,0.15331883231797885,1.0,-0.07227014471675221,-0.06443283754567909,0.3044738373031722,0.03045781582134556,-0.027362313707133316,-0.16060695953172766,0.7312581202995959,-0.32564494421806284,-0.41825938856621414,0.277478965315839,0.04694604715715003,0.30354155639757363,-0.2784794618499251,0.5248188310386022,0.16962156492625333,0.2936141876491994,0.036016159447049216,0.07069254023567892,0.23734534719110292,-0.23693261378862143,0.029791503896051643,-0.3353176553029323,-0.14955273412633097,-0.18294160232602125,0.15671641174274445,0.09247255267954316,0.06347318189201473,0.21232201941498105,0.3718125364465104,-0.0590126201405377,0.5943519428259553,0.17371208632817337,-0.15572588115245112,-0.1548888850731003,-0.13898680038876884,-0.23861942529376284,0.5909035130878437,0.7762362738302131,0.2660646255230041,0.8507878443731692,-0.4335556462800209,0.18464589748006816,0.08604488254373278,0.17859180699116253,-0.4497400256456508,-0.23812778913058139,0.5449655806732896,-0.10658953196991805,0.4536605202838737,-0.1528259629368518,0.20873955904332556,-0.4271174419719284,-0.014062499714689562,-0.2874247360783939,-0.16556631543402842,-0.13763669148230212,-0.38727879588330894,-0.12567410164011047,-0.13841129436184293,-0.07314902525648151,0.19040277352237803,-0.1037615447155491,0.13078854167246884,-0.5099517818295166,0.36722591595158666,-0.3977178101203348,0.29265950162575494,-0.1847744463561425,-0.2685035380633823,-0.028763247468449497,0.06061193986054254,0.49277709250952295,0.10419802598867531,0.29538560590615975,-0.425037805376371,-0.23595259731405813,-0.04895711593445447,0.06285459726985075,0.35334122620659897,0.05044327778843105,-0.3838635595157095,0.03059493747008904,-0.14319805648021722,0.0098505027302912
Cerebellum_6_L,-0.06735000195056047,0.03231239252544032,0.06810809488066816,-0.30657450985512025,-0.48468598137976765,0.6727947849608372,0.5558444869709329,-0.4827869521409295,-0.19468148385345208,0.537657260272456,-0.07227014471675221,1.0,0.03816852051481772,0.428480075200757,-0.10777290632370524,0.6017321778051157,-0.26617754429836393,0.23533277223759924,0.5676145873948348,0.06292396346841474,0.4437563650199959,-0.6494196713967049,0.14599549843276594,-0.11844391437207107,0.4064777499864141,0.7938201262485108,0.7504390599086219,0.7444500802802276,0.2758903807237955,-0.04803529198754684,-0.10684502407461444,-0.516851346682578,0.349143215906391,0.451996798686839,0.6480042959513432,-0.28122315727489056,0.8084157725625737,-0.09044647404703778,0.21428853836070064,0.6106433204960208,0.15417656401288884,0.2055747319544366,-0.3724623510578412,-0.40314618666929486,-0.1958021063129205,0.2619940354281863,-0.2912928540314061,0.21760331136793643,-0.09258521581849133,0.10824028643753378,-0.14441157672000743,0.10991290744963617,0.2609436136556263,0.24157473720134653,-0.02311113773217974,-0.049020981068820864,0.17881119231845322,0.2947320212198527,-0.44674862825611145,0.12917638199593243,0.8922032126466909,0.07364540858861612,0.5949196119385632,-0.4801008880716932,0.6594463689436262,0.5890025765920982,0.23115404660155053,-0.1858996852897031,0.2038827320935753,-0.17988417037654914,0.21871731956265655,0.1515522643924366,-0.42658285744883706,0.20406165995116715,0.18839322602239603,0.0021595544118812406,-0.1644598322157612,0.7153343550216489,0.13137570342882143,-0.11920880452556169,0.17812400581609558,0.7316870121222798,-0.072590929881491,0.07936310090278871,0.2336668762800086,-0.37404592739077014,0.011285163070203516,0.6339534833530523,0.882884454423667,0.45691236829304327,0.7796183947408947,0.17795254348765585,0.22225699590183282,0.30061069054030404,0.7145642783414198
Heschl_R,0.1670174668067468,-0.012743446875210437,-0.16399322700764318,0.10796293337412909,0.3884569314530738,0.0607516729844684,-0.16286423984931736,0.006667157766251554,0.16712362150393828,0.18791135716721905,-0.06443283754567909,0.03816852051481772,1.0,-0.11827916853107158,0.29985462848502575,-0.2636172176100822,0.25315742807424485,-0.004479504165891361,-0.2760520472091868,0.461445684509943,0.04006596035184116,0.2159662522713403,0.1159198295057173,0.37020515504633134,-0.05651485784687828,0.22884824214471464,0.11987456542995115,-0.19195843961941406,-0.029401214463064176,0.38990676666410395,0.1566683727297306,0.2526882079866751,0.014246934125276105,-0.485385253369962,0.33560798785175483,0.24814832536991374,0.09987420544582926,0.03344459828865027,-0.03866666092281806,0.13993561013326633,-0.18117483893230693,0.3129195981945497,0.1197667450442429,0.3632171801629873,0.4279103406247154,-0.13984935879739474,0.14189584706033825,-0.12058867184457218,-0.043814269381615166,0.17715031689595692,-0.09196154581209513,0.08431699072045752,0.20195406223637075,0.03469100470476676,0.15944989946321553,0.13866937095175183,0.11245638329700527,-0.3418922077397823,0.21758646568074375,-0.09081379347662841,0.09091623219093709,0.2184515584812467,0.1181574407209,0.21512463512777932,0.18385079320091818,-0.09593459024210335,0.3992040849108462,0.2686219095801266,0.1642558502411556,0.36421808751400053,-0.016059438114701938,0.2853532576629296,0.09870830116035882,0.04277002614105487,-0.03516334742083322,0.26518029525826486,0.0653539209276807,0.056387081280846234,0.08591792731287096,0.10492258046039911,-0.2316185589951949,0.16217532625513822,0.21598624014942552,-0.14102492343841433,-0.09142517607310192,0.0658431373597749,0.1889316192957708,0.07244573506129524,-0.11505950583073168,-0.3218544125473393,0.19473610494023286,0.056158660974443525,0.3635771730908515,0.010261940172952642,0.10068681820280699
